,tweet_id,dog_rating,dog_stage,dog_breed,dog_gender,retweets,favorites,img_num,creation_time,timestamp,p_conf,rating_numerator_corrected,rating_denominator_corrected,name,source,text,expanded_urls,jpg_url,additional_urls
11,889880896479866881,1.3,NA,french_bulldog,male,4222,24888,1,2017-07-25 16:11:53+00:00,2017-07-25 16:11:53+00:00,0.377417,13.0,10.0,Bruno,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,https://twitter.com/dog_rates/status/889880896479866881/photo/1,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,NA
12,889665388333682689,1.3,puppo,pembroke,female,8460,42575,1,2017-07-25 01:55:32+00:00,2017-07-25 01:55:32+00:00,0.966327,13.0,10.0,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,https://twitter.com/dog_rates/status/889665388333682689/photo/1,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,NA
13,889638837579907072,1.2,NA,french_bulldog,male,3762,23935,1,2017-07-25 00:10:02+00:00,2017-07-25 00:10:02+00:00,0.99165,12.0,10.0,Ted,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,NA
14,889531135344209921,1.3,puppo,golden_retriever,male,1901,13504,1,2017-07-24 17:02:04+00:00,2017-07-24 17:02:04+00:00,0.953442,13.0,10.0,Stuart,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,https://twitter.com/dog_rates/status/889531135344209921/photo/1,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,NA
15,889278841981685760,1.3,NA,whippet,male,4499,22370,1,2017-07-24 00:19:32+00:00,2017-07-24 00:19:32+00:00,0.626152,13.0,10.0,Oliver,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,https://twitter.com/dog_rates/status/889278841981685760/video/1,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,NA
16,888917238123831296,1.2,NA,golden_retriever,male,3808,25940,1,2017-07-23 00:22:39+00:00,2017-07-23 00:22:39+00:00,0.714719,12.0,10.0,Jim,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,https://twitter.com/dog_rates/status/888917238123831296/photo/1,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,NA
17,888804989199671297,1.3,NA,golden_retriever,male,3590,22735,1,2017-07-22 16:56:37+00:00,2017-07-22 16:56:37+00:00,0.46976,13.0,10.0,Zeke,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,NA
18,888554962724278272,1.3,NA,siberian_husky,male,2913,17556,3,2017-07-22 00:23:06+00:00,2017-07-22 00:23:06+00:00,0.700377,13.0,10.0,Ralphus,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,NA
19,888078434458587136,1.2,NA,french_bulldog,male,2938,19377,1,2017-07-20 16:49:33+00:00,2017-07-20 16:49:33+00:00,0.995026,12.0,10.0,Gerald,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,NA
20,887705289381826560,1.3,NA,basset,male,4586,26934,1,2017-07-19 16:06:48+00:00,2017-07-19 16:06:48+00:00,0.821664,13.0,10.0,Jeffrey,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,NA
21,887517139158093824,1.4,NA,na,NA,9962,41232,1,2017-07-19 03:39:09+00:00,2017-07-19 03:39:09+00:00,0.0,14.0,10.0,such,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,https://twitter.com/dog_rates/status/887517139158093824/video/1,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,NA
22,887473957103951883,1.3,NA,pembroke,female,15212,60916,2,2017-07-19 00:47:34+00:00,2017-07-19 00:47:34+00:00,0.809197,13.0,10.0,Canela,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,NA
23,887343217045368832,1.3,NA,mexican_hairless,NA,8927,29959,1,2017-07-18 16:08:03+00:00,2017-07-18 16:08:03+00:00,0.330741,13.0,10.0,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,https://twitter.com/dog_rates/status/887343217045368832/video/1,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,NA
24,887101392804085760,1.2,NA,samoyed,NA,5054,27299,1,2017-07-18 00:07:08+00:00,2017-07-18 00:07:08+00:00,0.733942,12.0,10.0,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,https://twitter.com/dog_rates/status/887101392804085760/photo/1,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,NA
25,886983233522544640,1.3,NA,chihuahua,female,6418,30759,2,2017-07-17 16:17:36+00:00,2017-07-17 16:17:36+00:00,0.793469,13.0,10.0,Maya,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,NA
26,886736880519319552,1.3,NA,kuvasz,male,2672,10621,1,2017-07-16 23:58:41+00:00,2017-07-16 23:58:41+00:00,0.309706,13.0,10.0,Mingus,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,https://www.gofundme.com/mingusneedsus
27,886680336477933568,1.3,NA,na,male,3784,19988,1,2017-07-16 20:14:00+00:00,2017-07-16 20:14:00+00:00,0.0,13.0,10.0,Derek,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,NA
28,886366144734445568,1.2,pupper,french_bulldog,NA,2666,18790,1,2017-07-15 23:25:31+00:00,2017-07-15 23:25:31+00:00,0.999201,12.0,10.0,Roscoe,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,NA
29,886258384151887873,1.3,NA,pug,male,5357,24848,1,2017-07-15 16:17:19+00:00,2017-07-15 16:17:19+00:00,0.943575,13.0,10.0,Waffles,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,NA
30,885984800019947520,1.2,NA,blenheim_spaniel,male,5688,28935,1,2017-07-14 22:10:11+00:00,2017-07-14 22:10:11+00:00,0.972494,12.0,10.0,Jimbo,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,NA
31,885528943205470208,1.3,NA,pug,female,5404,31974,1,2017-07-13 15:58:47+00:00,2017-07-13 15:58:47+00:00,0.369275,13.0,10.0,Maisey,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,NA
32,885167619883638784,1.3,NA,malamute,NA,3706,19475,4,2017-07-12 16:03:00+00:00,2017-07-12 16:03:00+00:00,0.8124819999999999,13.0,10.0,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,NA
33,884925521741709313,1.2,NA,italian_greyhound,male,15228,68081,1,2017-07-12 00:01:00+00:00,2017-07-12 00:01:00+00:00,0.259916,12.0,10.0,Earl,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,NA
34,884876753390489601,1.3,NA,chow,female,4723,24685,1,2017-07-11 20:47:12+00:00,2017-07-11 20:47:12+00:00,0.822103,13.0,10.0,Lola,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,NA
35,884562892145688576,1.3,NA,pug,male,3966,21587,1,2017-07-11 00:00:02+00:00,2017-07-11 00:00:02+00:00,0.5464060000000001,13.0,10.0,Kevin,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,NA
36,884441805382717440,1.4,NA,pembroke,NA,4846,24168,1,2017-07-10 15:58:53+00:00,2017-07-10 15:58:53+00:00,0.993225,14.0,10.0,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",https://twitter.com/dog_rates/status/884441805382717440/photo/1,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,NA
37,884162670584377345,1.2,doggo,german_shepherd,male,2522,18158,1,2017-07-09 21:29:42+00:00,2017-07-09 21:29:42+00:00,0.707046,12.0,10.0,Yogi,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,NA
38,883838122936631299,1.2,NA,doberman,male,2901,19414,1,2017-07-09 00:00:04+00:00,2017-07-09 00:00:04+00:00,0.610946,12.0,10.0,Noah,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,NA
39,883482846933004288,1.35,NA,golden_retriever,female,8373,40719,1,2017-07-08 00:28:19+00:00,2017-07-08 00:28:19+00:00,0.943082,13.5,10.0,Bella,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,NA
40,883360690899218434,1.3,floofer,chow,male,3117,20185,1,2017-07-07 16:22:55+00:00,2017-07-07 16:22:55+00:00,0.987997,13.0,10.0,Grizzwald,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,NA
41,883117836046086144,1.3,NA,golden_retriever,NA,5606,32934,2,2017-07-07 00:17:54+00:00,2017-07-07 00:17:54+00:00,0.949562,13.0,10.0,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,NA
42,882992080364220416,1.3,NA,eskimo_dog,male,3276,21231,1,2017-07-06 15:58:11+00:00,2017-07-06 15:58:11+00:00,0.4667779999999999,13.0,10.0,Rusty,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,NA
43,882762694511734784,1.2,pupper,labrador_retriever,male,4143,25084,1,2017-07-06 00:46:41+00:00,2017-07-06 00:46:41+00:00,0.85005,12.0,10.0,Gus,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,NA
44,882627270321602560,1.3,NA,pembroke,male,5137,24913,1,2017-07-05 15:48:34+00:00,2017-07-05 15:48:34+00:00,0.542982,13.0,10.0,Stanley,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,NA
45,882268110199369728,1.3,NA,golden_retriever,male,9787,39662,1,2017-07-04 16:01:23+00:00,2017-07-04 16:01:23+00:00,0.762211,13.0,10.0,Alfy,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,NA
46,882045870035918850,1.3,NA,golden_retriever,female,4130,26075,1,2017-07-04 01:18:17+00:00,2017-07-04 01:18:17+00:00,0.00694063,13.0,10.0,Koko,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,NA
47,881906580714921986,1.2,NA,weimaraner,male,2888,21698,1,2017-07-03 16:04:48+00:00,2017-07-03 16:04:48+00:00,0.291539,12.0,10.0,Rey,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,NA
48,881666595344535552,1.3,NA,saluki,male,9073,45094,1,2017-07-03 00:11:11+00:00,2017-07-03 00:11:11+00:00,0.529012,13.0,10.0,Gary,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,NA
49,881536004380872706,1.4,pupper,samoyed,NA,13574,43966,1,2017-07-02 15:32:16+00:00,2017-07-02 15:32:16+00:00,0.281463,14.0,10.0,a,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",https://twitter.com/dog_rates/status/881536004380872706/video/1,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,NA
